,統一編號,公司名稱,負責人,登記地址,資本額,營業項目及代碼表,縣市名稱,區域名稱,縣市區域,類別_全,官網,電話
575594,29073591,圓福科技有限公司,陳O珍,新北市新店區黎明路55巷27號3樓,500000,"電器安裝業,自動控制設備工程業,室內裝潢業,照明設備安裝工程業,國際貿易業,資訊軟體服務業,電腦及事務性機器設備批發業",新北市,新店區,新北市新店區,"電器安裝業,自動控制設備工程業,室內裝潢業,照明設備安裝工程業,國際貿易業,資訊軟體服務業,電腦及事務性機器設備批發業",,
376111,27459492,騰璟電機有限公司,李O縈,雲林縣崙背鄉南陽村仁愛街176號1樓,2000000,"水器材料批發業,電器批發業,消防安全設備零售業,配管工程業,電纜安裝工程業,電梯安裝工程業,消防安全設備安裝工程業,自動控制設備工程業,照明設備安裝工程業,機械安裝業,電器承裝業,電器安裝業,鋼材二次加工業,配電機械製造業,其他金屬製品製造業",雲林縣,崙背鄉,雲林縣崙背鄉,"水器材料批發業,電器批發業,消防安全設備零售業,配管工程業,電纜安裝工程業,電梯安裝工程業,消防安全設備安裝工程業,自動控制設備工程業,照明設備安裝工程業,機械安裝業,電器承裝業,電器安裝業,鋼材二次加工業,配電機械製造業,其他金屬製品製造業",,
481648,50906402,牠牠有限公司,李茂芊,臺北市內湖區舊宗路2段169號3樓,750000,"寵物食品製造業,寵物食品及其用品批發業,國際貿易業,管理顧問業,日常用品零售業,服飾品零售業,服飾品批發業,其他顧問服務業,電子資訊供應服務業,一般廣告服務業",臺北市,內湖區,台北市內湖區,"寵物食品製造業,寵物食品及其用品批發業,國際貿易業,管理顧問業,日常用品零售業,服飾品零售業,服飾品批發業,其他顧問服務業,電子資訊供應服務業,一般廣告服務業",,
524207,40664165,日意魚行,蔡卓阿蘭,宜蘭縣頭城鎮大溪里濱海路五段190號,50000.0,水產品零售業,宜蘭縣,頭城鎮,宜蘭縣頭城鎮,水產品零售業,,
1059636,94021289,鴻州環球有限公司,曹O顯,臺中市西屯區逢福里河南路二段262號13樓之13,2000000,"國際貿易業,水產品批發業,蔬果批發業,飲料批發業,茶葉批發業,食品什貨批發業,五金批發業,日常用品批發業,清潔用品批發業,袋批發業,機械批發業,電腦及事務性機器設備批發業,其他機械器具批發業,資訊軟體批發業,農產品零售業,水產品零售業,飲料零售業,服飾品零售業,裝設品零售業,五金零售業,日常用品零售業,清潔用品零售業,袋零售業,電腦及事務性機器設備零售業,無店面零售業,其他綜合零售業,飲料店業,餐館業,智慧財產權業,食品顧問業,管理顧問業,資訊軟體服務業,資料處理服務業,電子資訊供應服務業,產業育成業,貨櫃出租業,其他運輸輔助業,倉儲業,其他顧問服務業,理貨包裝業,建材批發業,機車零件配備批發業,電子材料批發業,回收物料批發業,其他批發業,廢棄物清除業,廢棄物處理業,環境檢測服務業,資源回收業,廢車船解體及廢鋼鐵五金處理業,醫療器材批發業,醫療器材零售業,化粧品批發業,化粧品零售業,寵物食品及其用品批發業,寵物食品及其用品零售業,服飾品批發業,裝設品批發業,成人用品零售業",臺中市,西屯區,台中市西屯區,"國際貿易業,水產品批發業,蔬果批發業,飲料批發業,茶葉批發業,食品什貨批發業,五金批發業,日常用品批發業,清潔用品批發業,袋批發業,機械批發業,電腦及事務性機器設備批發業,其他機械器具批發業,資訊軟體批發業,農產品零售業,水產品零售業,飲料零售業,服飾品零售業,裝設品零售業,五金零售業,日常用品零售業,清潔用品零售業,袋零售業,電腦及事務性機器設備零售業,無店面零售業,其他綜合零售業,飲料店業,餐館業,智慧財產權業,食品顧問業,管理顧問業,資訊軟體服務業,資料處理服務業,電子資訊供應服務業,產業育成業,貨櫃出租業,其他運輸輔助業,倉儲業,其他顧問服務業,理貨包裝業,建材批發業,機車零件配備批發業,電子材料批發業,回收物料批發業,其他批發業,廢棄物清除業,廢棄物處理業,環境檢測服務業,資源回收業,廢車船解體及廢鋼鐵五金處理業,醫療器材批發業,醫療器材零售業,化粧品批發業,化粧品零售業,寵物食品及其用品批發業,寵物食品及其用品零售業,服飾品批發業,裝設品批發業,成人用品零售業",,
531560,27583056,茗洋企業有限公司,林O春,臺中市大雅區中清路四段841號,2000000,"食品什貨批發業,菸酒批發業,國際貿易業,飲料批發業",臺中市,大雅區,台中市大雅區,"食品什貨批發業,菸酒批發業,國際貿易業,飲料批發業",,
449628,14082729,盧創興有限公司,盧O堯,臺北市中山區林森南路2之1號1樓,6500000,"各種類眼鏡鏡片及眼鏡材料製造買賣,前項有關眼鏡材料進出口業務,超級商店業務之經營,一般進出口貿易業務︹期貨除外︺,日常用品批發業,日常用品零售業",臺北市,中山區,台北市中山區,"各種類眼鏡鏡片及眼鏡材料製造買賣,前項有關眼鏡材料進出口業務,超級商店業務之經營,一般進出口貿易業務︹期貨除外︺,日常用品批發業,日常用品零售業",,
8596,49948684,新東環保企業社,李增能,桃園市楊梅區豐野里中正路228巷11號1樓,100000.0,"建築物清潔服務業,廢棄物清除業",桃園市,楊梅區,桃園市楊梅區,"建築物清潔服務業,廢棄物清除業",,
852202,89060846,廣鑫人力企業社,李芷柔,臺南市柳營區八翁里中山西路3段701巷33號2樓,50000.0,人力派遣業,臺南市,柳營區,台南市柳營區,人力派遣業,,
1262288,93332736,味爵商行,陳惠珍,高雄市三民區建興路213號1樓,,飲料店業,高雄市,三民區,高雄市三民區,飲料店業,,
1461385,85624549,明生西藥房,,高雄市小港區鳳林里鳳林路１３７之４號,,西藥批發業,高雄市,小港區,高雄市小港區,西藥批發業,,
243493,29070481,昇摯股份有限公司,任秋梅,臺北市中山區南京東路3段118號11樓,11000000,"脫水及醃漬食品製造業,成衣業,服飾品製造業,毛皮製品製造業,化粧品製造業,鐘錶製造業,珠寶及貴金屬製品製造業,袋製造業,水產品批發業,食用油脂批發業,菸酒批發業,茶葉批發業,食品什貨批發業,服飾品批發業,裝設品批發業,日常用品批發業,陶瓷玻璃器皿批發業,化粧品批發業,育樂用品批發業,鐘錶批發業,電器批發業,電腦及事務性機器設備批發業,電信器材批發業,首飾及貴金屬批發業,照相器材批發業,資訊軟體批發業,其他批發業,農產品零售業,畜產品零售業,水產品零售業,漁具零售業,花卉零售業,其他農畜水產品零售業,飲料零售業,菸酒零售業,服飾品零售業,裝設品零售業,日常用品零售業,化粧品零售業,乙類成藥零售業,育樂用品零售業,鐘錶零售業,電器零售業,電腦及事務性機器設備零售業,電信器材零售業,首飾及貴金屬零售業,照相器材零售業,資訊軟體零售業,其他零售業,百貨公司業,超級市場業,便利商店業,其他綜合零售業,國際貿易業,飲料店業,飲酒店業,餐館業,其他餐飲業,其他運輸輔助業,倉儲業,工業廠房開發租售業,特定專業區開發業,投資興建公共建設業,不動產租賃業,投資顧問業,管理顧問業,其他顧問服務業,資訊軟體服務業,資料處理服務業,電子資訊供應服務業,一般廣告服務業,產品設計業,室內設計業,電信業務門號代辦業,其他工商服務業,出版業,有聲出版業,藝文服務業,會議及展覽服務業,瘦身美容業",臺北市,中山區,台北市中山區,"脫水及醃漬食品製造業,成衣業,服飾品製造業,毛皮製品製造業,化粧品製造業,鐘錶製造業,珠寶及貴金屬製品製造業,袋製造業,水產品批發業,食用油脂批發業,菸酒批發業,茶葉批發業,食品什貨批發業,服飾品批發業,裝設品批發業,日常用品批發業,陶瓷玻璃器皿批發業,化粧品批發業,育樂用品批發業,鐘錶批發業,電器批發業,電腦及事務性機器設備批發業,電信器材批發業,首飾及貴金屬批發業,照相器材批發業,資訊軟體批發業,其他批發業,農產品零售業,畜產品零售業,水產品零售業,漁具零售業,花卉零售業,其他農畜水產品零售業,飲料零售業,菸酒零售業,服飾品零售業,裝設品零售業,日常用品零售業,化粧品零售業,乙類成藥零售業,育樂用品零售業,鐘錶零售業,電器零售業,電腦及事務性機器設備零售業,電信器材零售業,首飾及貴金屬零售業,照相器材零售業,資訊軟體零售業,其他零售業,百貨公司業,超級市場業,便利商店業,其他綜合零售業,國際貿易業,飲料店業,飲酒店業,餐館業,其他餐飲業,其他運輸輔助業,倉儲業,工業廠房開發租售業,特定專業區開發業,投資興建公共建設業,不動產租賃業,投資顧問業,管理顧問業,其他顧問服務業,資訊軟體服務業,資料處理服務業,電子資訊供應服務業,一般廣告服務業,產品設計業,室內設計業,電信業務門號代辦業,其他工商服務業,出版業,有聲出版業,藝文服務業,會議及展覽服務業,瘦身美容業",,
760648,16587999,華仁服飾有限公司,黃柏勳,台北市南港區忠孝東路六段9巷7號1樓,5000000.0,服飾設計業,台北市,南港區,台北市南港區,服飾設計業,,
1230759,92500468,藍澄咖啡坊,李鐘顏,宜蘭縣宜蘭市中山里碧霞街26號一樓,,"無店面零售業, 食品什貨、飲料零售業, 飲料店業",宜蘭縣,宜蘭市,宜蘭縣宜蘭市,"無店面零售業, 食品什貨、飲料零售業, 飲料店業",,
481372,28603657,瑼業科技印刷有限公司,張祝,高雄市前金區河南2路117號,1000000,"排版業,一般廣告服務業,廣告傳單分送業,化粧品批發業,電腦及事務性機器設備批發業,打字業,國際貿易業,其他機械器具批發業,印刷業",高雄市,前金區,高雄市前金區,"排版業,一般廣告服務業,廣告傳單分送業,化粧品批發業,電腦及事務性機器設備批發業,打字業,國際貿易業,其他機械器具批發業,印刷業",,07-2419292
1272963,06779619,江順和自營計程車行,,高雄市鼓山區山下里鼓山１路１５５號,,計程車客運業,高雄市,鼓山區,高雄市鼓山區,計程車客運業,,
231966,92313726,永勝國際企業社,李易晉,臺中市南屯區惠中里文心路一段３０６號１０樓之５,100000.0,"食品什貨批發業,電器批發業,電腦及事務性機器設備批發業,其他機械器具批發業,資訊軟體批發業,其他批發業,飲料零售業,服飾品零售業,五金零售業,日常用品零售業,清潔用品零售業,服飾品批發業,化粧品零售業,育樂用品零售業,電腦及事務性機器設備零售業,電信器材零售業,機械器具零售業,資訊軟體零售業,其他零售業,無店面零售業,其他綜合零售業,國際貿易業,裝設品批發業,一般投資業,創業投資業,投資顧問業,管理顧問業,其他顧問服務業,資訊軟體服務業,資料處理服務業,產品設計業,人力派遣業,其他工商服務業,五金批發業,會議及展覽服務業,工商徵信服務業,仲介服務業,未分類其他服務業,日常用品批發業,清潔用品批發業,化粧品批發業,育樂用品批發業,機械批發業",臺中市,南屯區,台中市南屯區,"食品什貨批發業,電器批發業,電腦及事務性機器設備批發業,其他機械器具批發業,資訊軟體批發業,其他批發業,飲料零售業,服飾品零售業,五金零售業,日常用品零售業,清潔用品零售業,服飾品批發業,化粧品零售業,育樂用品零售業,電腦及事務性機器設備零售業,電信器材零售業,機械器具零售業,資訊軟體零售業,其他零售業,無店面零售業,其他綜合零售業,國際貿易業,裝設品批發業,一般投資業,創業投資業,投資顧問業,管理顧問業,其他顧問服務業,資訊軟體服務業,資料處理服務業,產品設計業,人力派遣業,其他工商服務業,五金批發業,會議及展覽服務業,工商徵信服務業,仲介服務業,未分類其他服務業,日常用品批發業,清潔用品批發業,化粧品批發業,育樂用品批發業,機械批發業",,
507682,27806893,上銓科技股份有限公司,賴O青,臺中市西屯區協和里工業區三六路39號,5000000,"儀表安裝工程業,精密儀器批發業,消防安全設備批發業,污染防治設備零售業,國際貿易業,礦顧問業,管理顧問業,其他顧問服務業,消防安全設備檢修業,非破壞檢測業,管理系統驗證業,環境檢測服務業,水處理業,停車場經營業,不動產租賃業",臺中市,西屯區,台中市西屯區,"儀表安裝工程業,精密儀器批發業,消防安全設備批發業,污染防治設備零售業,國際貿易業,礦顧問業,管理顧問業,其他顧問服務業,消防安全設備檢修業,非破壞檢測業,管理系統驗證業,環境檢測服務業,水處理業,停車場經營業,不動產租賃業",,
315520,36748255,憶工作坊,陳秋花,臺東縣成功鎮信義里都歷路一八０號,5000.0,服飾品零售業,臺東縣,成功鎮,台東縣成功鎮,服飾品零售業,,
1215285,90147238,馴光科技有限公司,劉O涵,臺北市大安區基隆路2段164號5樓之4,3000000,"五金批發業, 五金零售業, 其他綜合零售, 國際貿易業, 汽、機車零件配備零售業, 無店面零售業, 產品設計業, 電器批發業, 電器零售業",臺北市,大安區,臺北市大安區,"五金批發業, 五金零售業, 其他綜合零售, 國際貿易業, 汽、機車零件配備零售業, 無店面零售業, 產品設計業, 電器批發業, 電器零售業",,
1200381,90312721,艾莉服飾股份有限公司,黃O庭,桃園市中壢區普仁里三和二街22號,100000,"布疋、衣著、鞋、帽、傘、服飾品零售業, 無店面零售業",桃園市,中壢區,桃園市中壢區,"布疋、衣著、鞋、帽、傘、服飾品零售業, 無店面零售業",,
454412,90792313,欣辰國際家居有限公司,陳宥辰,桃園市蘆竹區上興路50巷9號2樓,500000,"裝設品零售業,建材零售業,育樂用品零售業,五金零售業,水器材料零售業,鐘錶零售業,電器零售業,礦石零售業,消防安全設備零售業,其他零售業,無店面零售業,國際貿易業,裝設品批發業,五金批發業,育樂用品批發業,建材批發業,鐘錶批發業,電器批發業,礦石批發業,消防安全設備批發業,回收物料批發業,園藝服務業,作物栽培服務業,照明設備安裝工程業,門窗安裝工程業,室內輕鋼架工程業,衛浴設備安裝工程業,油漆工程業,室內裝潢業,簡易電信設備安裝業,起重工程業,其他工程業,電梯安裝工程業,建築物清潔服務業,資源回收業,其他環境衛生及污染防治服務業,室內設計業,仲介服務業,管理顧問業,一般廣告服務業,電子資訊供應服務業,租賃業,其他修理業",桃園市,蘆竹區,桃園市蘆竹區,"裝設品零售業,建材零售業,育樂用品零售業,五金零售業,水器材料零售業,鐘錶零售業,電器零售業,礦石零售業,消防安全設備零售業,其他零售業,無店面零售業,國際貿易業,裝設品批發業,五金批發業,育樂用品批發業,建材批發業,鐘錶批發業,電器批發業,礦石批發業,消防安全設備批發業,回收物料批發業,園藝服務業,作物栽培服務業,照明設備安裝工程業,門窗安裝工程業,室內輕鋼架工程業,衛浴設備安裝工程業,油漆工程業,室內裝潢業,簡易電信設備安裝業,起重工程業,其他工程業,電梯安裝工程業,建築物清潔服務業,資源回收業,其他環境衛生及污染防治服務業,室內設計業,仲介服務業,管理顧問業,一般廣告服務業,電子資訊供應服務業,租賃業,其他修理業",,
1213051,88316362,字理人生形象規畫企業社,陳字生,臺北市萬華區康定路287巷18號2樓,,美容美髮服務,臺北市,萬華區,臺北市萬華區,美容美髮服務,,
534191,13040455,立蕎投資股份有限公司,陳怡仁,台南市東區東門路一段358號9樓,29000000.0,['一般投資業'],台南市,東區,台南市東區,['一般投資業'],,
1380487,38697231,玉祺企業社,,高雄市前鎮區永豐路242號1樓,,"室內裝潢, 室內裝潢業, 打字業",高雄市,前鎮,高雄市鳳山區,"室內裝潢, 室內裝潢業, 打字業",,
1450323,80654255,魔菇外文書房有限公司,朱O潔,臺北市文山區木新路3段270號,3000000,"國際貿易業, 鐘錶零售業",臺北市,文山區,臺北市文山區,"國際貿易業, 鐘錶零售業",,
1073981,98948520,武岫休閒農場,林建勳,南投縣鹿谷鄉竹林村田頭巷35之66號,100000.0,"農產品零售業,休閒農業,薪炭業,其他農畜水產品零售業",南投縣,鹿谷鄉,南投縣鹿谷鄉,"農產品零售業,休閒農業,薪炭業,其他農畜水產品零售業",,
1265593,01979271,王文賢自營計程車行,,新北市蘆洲區和平路７巷５號?7樓,,計程車客運業,新北市,蘆洲區,新北市蘆洲區,計程車客運業,,
949021,24667829,台灣美博城國際股份有限公司,江金潾,高雄市左營區重信路421號,1000000,"一般廣告服務業, 五金零售業, 化粧品零售業, 國際貿易業, 布疋、衣著、鞋、帽、傘、服飾品零售業, 日常用品批發業, 產品設計業, 百貨公司業, 茶葉批發業, 菸酒批發業, 菸酒零售業, 電器批發業, 食品什貨、飲料零售業, 食品什貨批發業, 飲料批發業",高雄市,左營區,高雄市前金區,"一般廣告服務業, 五金零售業, 化粧品零售業, 國際貿易業, 布疋、衣著、鞋、帽、傘、服飾品零售業, 日常用品批發業, 產品設計業, 百貨公司業, 茶葉批發業, 菸酒批發業, 菸酒零售業, 電器批發業, 食品什貨、飲料零售業, 食品什貨批發業, 飲料批發業",,
388648,28871415,統威有限公司,劉O連,彰化縣彰化市萬壽里中華路364號3樓之3,3000000,"配管工程業,電焊工程業,防銹工程業,污染防治設備批發業,污染防治設備零售業,機械設備製造業,其他機械製造業,儀表安裝工程業,機械安裝業,自動控制設備工程業,疏濬業,建材批發業,土石採取業",彰化縣,彰化市,彰化縣彰化市,"配管工程業,電焊工程業,防銹工程業,污染防治設備批發業,污染防治設備零售業,機械設備製造業,其他機械製造業,儀表安裝工程業,機械安裝業,自動控制設備工程業,疏濬業,建材批發業,土石採取業",,
1509131,36537625,南雨水工業有限公司,,,,,,,,工商專業服務/金融工商/營建工程,"https://1207367840430.web66.tw
",02-27367749
279003,97830896,卡樂比便利商店,李楊春娥,臺南市柳營區果毅里果毅後69之2號,5000.0,"便利商店業,日常用品零售業,菸酒零售業",臺南市,柳營區,台南市柳營區,"便利商店業,日常用品零售業,菸酒零售業",,
36656,87876491,騰新商行,李越騰,高雄市三民區臥龍路23巷29弄1號1樓,200000.0,"服飾品批發業,國際貿易業,裝設品批發業,日常用品批發業,服飾品零售業,裝設品零售業,日常用品零售業,育樂用品零售業,首飾及貴金屬零售業,無店面零售業",高雄市,三民區,高雄市三民區,"服飾品批發業,國際貿易業,裝設品批發業,日常用品批發業,服飾品零售業,裝設品零售業,日常用品零售業,育樂用品零售業,首飾及貴金屬零售業,無店面零售業",,
520196,27852538,惠宇食品有限公司,黃O良,彰化縣員林市中東里山腳路５段２９２號１樓,500000,"家畜家禽批發業,食品什貨批發業,國際貿易業",彰化縣,員林市,彰化縣員林市,"家畜家禽批發業,食品什貨批發業,國際貿易業",,
364510,88932627,咕哩企業社,呂冠賢,嘉義市西區車店里漢口路２３０號四樓,200000.0,"食品什貨批發業,飲料零售業",嘉義市,西區,嘉義市西區,"食品什貨批發業,飲料零售業",,
516017,82471252,京埕建社,黃淑婷,臺中市西屯區福雅里永福路１２６號９樓之２,230000.0,"配管工程業,鑽孔工程業,其他工程業,五金批發業,建材批發業,耐火材料批發業,五金零售業,建材零售業,消防安全設備零售業,耐火材料零售業,無店面零售業,電纜安裝工程業,人力派遣業,配電機械製造業,再生能源自用發電設備業,電器安裝業,能源技術服務業,電焊工程業,室內裝潢業,門窗安裝工程業,室內輕鋼架工程業,衛浴設備安裝工程業,油漆工程業,防銹工程業",臺中市,西屯區,台中市西屯區,"配管工程業,鑽孔工程業,其他工程業,五金批發業,建材批發業,耐火材料批發業,五金零售業,建材零售業,消防安全設備零售業,耐火材料零售業,無店面零售業,電纜安裝工程業,人力派遣業,配電機械製造業,再生能源自用發電設備業,電器安裝業,能源技術服務業,電焊工程業,室內裝潢業,門窗安裝工程業,室內輕鋼架工程業,衛浴設備安裝工程業,油漆工程業,防銹工程業",,
330417,54722659,智優國際股份有限公司,施O仁,臺北市中正區博愛路25號10樓之31,10000000,"['電器承裝業', '自動控制設備工程業', '照明設備安裝工程業', '機械安裝業', '室內裝潢業', '食品什貨批發業', '機械批發業', '電子材料批發業', '農產品零售業', '水產品零售業', '其他農畜水產品零售業', '飲料零售業', '機械器具零售業', '汽車零售業', '電子材料零售業', '無店面零售業', '國際貿易業', '管理顧問業', '用電設備檢驗維護業', '電器安裝業', '能源技術服務業', '再生能源自用發電設備業']",臺北市,中正區,台北市中正區,"['電器承裝業', '自動控制設備工程業', '照明設備安裝工程業', '機械安裝業', '室內裝潢業', '食品什貨批發業', '機械批發業', '電子材料批發業', '農產品零售業', '水產品零售業', '其他農畜水產品零售業', '飲料零售業', '機械器具零售業', '汽車零售業', '電子材料零售業', '無店面零售業', '國際貿易業', '管理顧問業', '用電設備檢驗維護業', '電器安裝業', '能源技術服務業', '再生能源自用發電設備業']",,
116183,04972548,藝傑企業有限公司,陸O玉,新北市中和區景平路71-6號12樓之8,5000000,"['家畜家禽批發業', '水產品批發業', '電子材料批發業', '國際貿易業']",新北市,中和區,新北市中和區,"['家畜家禽批發業', '水產品批發業', '電子材料批發業', '國際貿易業']","https://0227368520.web66.com.tw
",02-29408825
1276202,09343415,橘漾廣告商行,,臺中市東勢區粵寧里粵寧街８－５號,,"室內裝潢, 室內裝潢業",臺中市,東勢區,臺中市東勢區,"室內裝潢, 室內裝潢業",,
166956,43832813,榮騰資訊有限公司,黃鈴月,新北市板橋區雙十路2段10之1號10樓,2100000,"一般廣告服務業, 仲介服務業, 國際貿易業, 智慧財產權業, 機械批發業, 無店面零售業, 產品設計業, 網路認證服務業, 資料處理服務, 資訊軟體服務, 電器批發業, 電子資訊供應服務業",新北市,板橋區,臺北市中山區,"一般廣告服務業, 仲介服務業, 國際貿易業, 智慧財產權業, 機械批發業, 無店面零售業, 產品設計業, 網路認證服務業, 資料處理服務, 資訊軟體服務, 電器批發業, 電子資訊供應服務業",,
386828,24700550,昶陽機電有限公司,許O裕,新北市土城區清水路85巷3弄19號,10000000,"電器安裝業,配管工程業,電纜安裝工程業,電器承裝業,電梯安裝工程業,消防安全設備安裝工程業,自動控制設備工程業,照明設備安裝工程業,機械安裝業,電信工程業,簡易電信設備安裝業,室內裝潢業,儀表安裝工程業,五金批發業,機械批發業,電器批發業,精密儀器批發業,電腦及事務性機器設備批發業,電信器材批發業,消防安全設備批發業,資訊軟體批發業,電子材料批發業,五金零售業,電器零售業,電腦及事務性機器設備零售業,精密儀器零售業,電信器材零售業,機械器具零售業,電子材料零售業,建築物公共安全檢查業,消防安全設備檢修業,用電設備檢測維護業,電器及電子產品修理業",新北市,土城區,新北市土城區,"電器安裝業,配管工程業,電纜安裝工程業,電器承裝業,電梯安裝工程業,消防安全設備安裝工程業,自動控制設備工程業,照明設備安裝工程業,機械安裝業,電信工程業,簡易電信設備安裝業,室內裝潢業,儀表安裝工程業,五金批發業,機械批發業,電器批發業,精密儀器批發業,電腦及事務性機器設備批發業,電信器材批發業,消防安全設備批發業,資訊軟體批發業,電子材料批發業,五金零售業,電器零售業,電腦及事務性機器設備零售業,精密儀器零售業,電信器材零售業,機械器具零售業,電子材料零售業,建築物公共安全檢查業,消防安全設備檢修業,用電設備檢測維護業,電器及電子產品修理業",,
1290001,13638355,元發號,,高雄市新興區六合一路４９之４號１樓,,日常用品零售業,高雄市,新興區,高雄市新興區,日常用品零售業,,
1343042,28688249,具冠企業股份有限公司,陳O宗怡,臺北市內湖區瑞光路513巷22弄5號7樓之3,6000000,"五金批發業, 五金零售業, 化粧品零售業, 國際貿易業, 布疋、衣著、鞋、帽、傘、服飾品零售業, 文教、樂器、育樂用品零售業, 產品設計業, 美容美髮服務, 鐘錶零售業, 食品什貨、飲料零售業, 食品什貨批發業, 飲料批發業",臺北市,內湖區,臺北市內湖區,"五金批發業, 五金零售業, 化粧品零售業, 國際貿易業, 布疋、衣著、鞋、帽、傘、服飾品零售業, 文教、樂器、育樂用品零售業, 產品設計業, 美容美髮服務, 鐘錶零售業, 食品什貨、飲料零售業, 食品什貨批發業, 飲料批發業",,
370755,53937816,梓君國際有限公司,陳O君,臺北市大安區仁愛路3段100號11樓,2000000,"國際貿易業,服飾品批發業,服飾品零售業,無店面零售業,投資顧問業,資訊軟體服務業,資料處理服務業,管理顧問業",臺北市,大安區,台北市大安區,"國際貿易業,服飾品批發業,服飾品零售業,無店面零售業,投資顧問業,資訊軟體服務業,資料處理服務業,管理顧問業",,
199643,47739916,江帛翰聯合創意工坊,江帛翰,屏東縣三地門鄉青山村民族巷46號,3000.0,"農產品零售業,飲料零售業,育樂用品零售業,服飾品零售業,影印業,其他零售業,飲料店業,其他餐飲業",屏東縣,三地門鄉,屏東縣三地門鄉,"農產品零售業,飲料零售業,育樂用品零售業,服飾品零售業,影印業,其他零售業,飲料店業,其他餐飲業",,
1223361,89286416,秉原水電有限公司,張O銓,高雄市大樹區中興南路208號1樓,100000,"五金批發業, 廚具、衛浴設備安裝工程業, 建材批發業, 機械批發業, 環保服務",高雄市,大樹區,高雄市大樹區,"五金批發業, 廚具、衛浴設備安裝工程業, 建材批發業, 機械批發業, 環保服務",,
1361345,33874200,藍順利坑木商,,新北市雙溪區內平林１２號,,建材零售業,新北市,雙溪區,新北市雙溪區,建材零售業,,
658829,80004366,創奇設計印刷有限公司,廖君文,新北市新店區二十張路127號2樓,10000000,"['文具零售業', '文具批發業', '包裝材料批發業', '包裝材料零售業', '一般廣告服務業', '國際貿易業', '印刷業', '裝訂業', '製版業']",新北市,新店區,新北市新店區,"['文具零售業', '文具批發業', '包裝材料批發業', '包裝材料零售業', '一般廣告服務業', '國際貿易業', '印刷業', '裝訂業', '製版業']",,02-22216856
1038596,47960134,穩中獎彩券行,王蕙玉,臺南市新市區新和里華興街101號1樓,,公益彩券服務,臺南市,新市,臺南市新市,公益彩券服務,,
1292916,14644003,漁寮食堂,,新北市淡水區中正路1段87巷23弄2號,,"餐廳餐館, 餐館業",新北市,淡水區,新北市淡水區,"餐廳餐館, 餐館業",,
465733,80698438,紅雅有限公司,黃昱龍,臺北市大安區信義路4段265巷5弄5號(1樓),1000000,"產品設計業,服飾品批發業,皮箱批發業,首飾及貴金屬零售業,國際貿易業,首飾及貴金屬批發業,皮箱零售業,成衣零售業",臺北市,大安區,台北市大安區,"產品設計業,服飾品批發業,皮箱批發業,首飾及貴金屬零售業,國際貿易業,首飾及貴金屬批發業,皮箱零售業,成衣零售業",,
695823,70432311,利昌藥業有限公司,陳美菁,高雄市新興區文昌里六合路160號,1000000.0,"['西藥批發業', '西藥零售業', '化粧品批發業', '化粧品零售業', '一般百貨業', '食品', '飲料批發業', '輔助食品批發業']",高雄市,新興區,高雄市新興區,"['西藥批發業', '西藥零售業', '化粧品批發業', '化粧品零售業', '一般百貨業', '食品', '飲料批發業', '輔助食品批發業']",,
331795,27841408,恆德資通有限公司,李O傳,新北市蘆洲區保和街28號1樓,1000000,"['其他電機及電子機械器材製造業', '電器安裝業', '電腦設備安裝業', '通信工程業', '電器批發業', '電腦及事務性機器設備批發業', '電信器材批發業', '電池批發業', '資訊軟體批發業', '電子材料批發業', '電器零售業', '電腦及事務性機器設備零售業', '電信器材零售業', '資訊軟體零售業', '電子材料零售業', '電池零售業', '其他機械器具零售業', '國際貿易業', '資訊軟體服務業', '資料處理服務業', '電子資訊供應服務業', '租賃業']",新北市,蘆洲區,新北市蘆洲區,"['其他電機及電子機械器材製造業', '電器安裝業', '電腦設備安裝業', '通信工程業', '電器批發業', '電腦及事務性機器設備批發業', '電信器材批發業', '電池批發業', '資訊軟體批發業', '電子材料批發業', '電器零售業', '電腦及事務性機器設備零售業', '電信器材零售業', '資訊軟體零售業', '電子材料零售業', '電池零售業', '其他機械器具零售業', '國際貿易業', '資訊軟體服務業', '資料處理服務業', '電子資訊供應服務業', '租賃業']",,
423622,30903069,林聖企業有限公司,林碧煌,台北市大安區青田街5巷22號,5000000.0,"五金機械建材運動器材紡織品成衣皮革製品錄影機電唱機音響擴音機電,晶體收音機,有關進出口貿易業務及其有關同業間對外保證業務,有關國內外廠商代理業務,前各項有關事業之經營及投資",台北市,大安區,台北市大安區,"五金機械建材運動器材紡織品成衣皮革製品錄影機電唱機音響擴音機電,晶體收音機,有關進出口貿易業務及其有關同業間對外保證業務,有關國內外廠商代理業務,前各項有關事業之經營及投資",,
1473127,09286646,倚山通訊行,,臺中市北屯區后庄里庄美路８巷２６號２樓,,"國際貿易業, 無店面零售業",臺中市,北屯區,臺中市北屯區,"國際貿易業, 無店面零售業",,
